Index,screen_name,count,classification,user_defined_location,class,mean,std_dev,points>100,ratio
494,sanjeevyadav636,3,Error,"New Delhi, India",1,0.024925005,0.03524928,0,
495,BishnoiSumeet,3,None,"Gurgaon, India",1,1.130617395,1.089625172,0,
496,brilliantacade,3,None,New delhi,1,4.445672212,62.44091747,1,0.023923445
497,photoshaala,3,Tourist,"New Delhi, India",1,143.5371583,300.1528939,17,0.928571429
498,BALJINDER_TRBN_,3,Tourist,YamunaNagar Haryana,2,132.4457453,379.1790476,78,0.033018868
499,entrprnr_nav,3,None,"Gurgaon, Haryana",1,64.40023695,219.4755742,14,
500,N_raghuvanshi1,3,None,"New Delhi, India",1,406.9553242,951.86356,17,0.163636364
501,Aadharshila01,3,None,"sector 2 faridabad, Sector-3 , Ballabgarh 121004",2,1.562547388,5.367929661,0,0.008695652
502,MathildePires,2,None,New Delhi,1,1.670626549,1.605838843,0,
503,ShristiShree,2,None,"Sonipat, India",2,54.8735704,197.5492684,1,
504,abinash693,2,Error,"New Delhi, India",1,0,nan,0,
505,nb_sellers,2,None,"Rajasthan, India",2,4.217424717,12.65227415,0,
506,Naaushaad,2,Resident,"New Delhi, India",1,84.58938492,208.1923315,3,1.333333333
507,BilalTennisPro,2,Tourist,New Delhi,1,179.5804086,717.8032673,19,1.517241379
508,hariomtiwari660,2,Resident,"Gaya, India",2,242.2256993,391.4235299,6,2.666666667
509,ssfpaBharat,2,Tourist,"Ghaziabad, India",2,13.35454423,86.08563043,4,0.015544041
510,aryadhiman,2,None,New Delhi,1,0.056173772,0.734081195,0,0.014749263
511,SurendraTatawa6,2,Tourist,"Jaipur, India",2,148.3538852,269.2804388,33,0.017699115
512,ownsilent,2,None,"Laxmi Nagar, New Delhi",1,5119.905248,5366.799698,57,0.015873016
513,ssstaranagar,2,Error,"Rajasthan, India",2,0,nan,0,
514,ivishalpundhir,2,Resident,"Hathras, India",2,158.3489455,742.2591855,138,0.715846995
515,ishantdudeja,2,Tourist,"Gurgaon, India",1,28.67755681,72.49383512,4,0.025
516,Ravisagar_07,2,Tourist,"Loni, Ghaziabad",1,601.8389669,2215.362254,35,0.112359551
517,FunFundaEnter,2,None,"New Delhi, India",1,107.4901278,112.7788825,2,0.166666667
518,RishabhDiwan12,2,Error,delhi,1,342.6469187,459.2030587,2,2
519,VishaalB,2,Error,"Delhi, India",1,0,0,0,
520,damanpreet28,2,None,new delhi,1,1.108573196,2.845566578,0,0.052631579
521,VermaAashna,2,Resident,DELHI,1,86.68863277,553.5433698,44,4.894736842
522,faizansayed07,2,Tourist,"New Delhi, India",1,115.0870802,413.9067317,9,0.115384615
523,Vishal_1201,2,Tourist,"New Delhi, India",1,12.06868497,9.589320417,0,3
524,RaghunathaanS,2,None,"Indore, India",2,78.59537037,127.0565208,32,
525,mohitcsc1234,2,None,"Uttar Pradesh, India",2,27.61969287,91.93395051,4,
526,GamangoD,2,Resident,"New Delhi, India",1,0,0,0,
527,_Jaibhatia_jb,2,Resident,"New Delhi, India",1,0.827171404,1.392093628,0,
528,jrohit51,2,None,"New Delhi, India",1,226.3725307,465.533324,2,0.1
529,Thesweatarena11,2,Tourist,"New Delhi, India",1,134.8350009,330.1751026,29,0.690909091
530,NitinBhiwadi,2,None,"Bhiwadi, India",2,14.90546896,24.39613391,0,
531,KshastraGroup,2,None,"New Delhi, India",1,238.3242292,662.4228638,4,0.172413793
532,KritisApron,2,None,"Faridabad, India",1,57.67268129,190.7811771,2,0.193548387
533,nikitasharmanik,2,Error,"New Delhi, India",1,3361.436128,3881.223102,2,4
534,govindM85825126,2,None,"Uttar Pradesh, India",2,0.209352554,0.883932416,0,
535,Attire_KunalSid,2,Error,Falagship Store In Pitam Pura.,1,0.042363046,0.275081157,0,
536,vaibhavjainn,2,Tourist,New Delhi,1,117.7192963,428.8518738,303,0.419662509
537,anuj_sharmaji,2,None,"New Delhi, India",1,134.1580352,133.391203,2,
538,azahar_shaik,2,None,Hyderabad ,2,131.6527679,406.2011559,42,
539,AmitAadarsh4u,2,Resident,"New Delhi, India",1,118.3030285,900.5865393,17,2.785714286
540,VirenChaturved1,2,None,Faridabad,1,43.3123108,11.79022118,0,
541,anujpandey541,2,Error,"New Delhi, India",1,58.14471017,128.1262829,2,0.384615385
542,chicthestyleig,2,Tourist,"New Delhi, India",1,4.678155585,8.835088471,0,2.230769231
543,masseyabhi1995,2,Resident,Not Defined,1,2.050710398,2.895061263,0,
544,vickzee,2,None,"Mumbai, India",2,583.028074,1151.465813,110,
545,USingapur,2,None,"Singapur, India",2,403.4718811,608.4477951,4,0.25
546,lalit_lks,2,Error,"New Delhi, India",1,131.7228201,310.6932147,4,5.75
547,tmj_ide_legal,2,None,Delhi,1,nan,nan,0,
548,besolves,2,Resident,"New Delhi, Delhi",1,155.0831811,371.2001775,4,5.75
549,aasif02iqbal,2,None,"Faridabad, India",1,27.54186531,62.79866446,2,
550,Bjp4Nagercoil,2,Tourist,"Nagercoil, Kanyakumari.",2,819.609586,1546.663929,116,0.127659574
551,Keshavpahariya5,2,None,"Subhash Nagar, New Delhi",1,5.372287444,8.82324401,0,
552,BanjaraKaran01,2,None,Kotputli jaipur rajasthan,2,516.1662262,nan,1,
553,sonyabarlowuk,2,Error,London,2,4965.268966,4977.202378,69,
554,mohitsinghtha17,2,None,"Ghaziabad, India",1,196.9357875,389.1597919,7,0.090909091
555,Vashunations,2,None,"Maharashtra, India",2,46.44430026,203.2196443,32,0.070175439
556,sumitsinghup,2,Tourist,"New Delhi, India",1,358.1704907,459.4055618,68,0.280487805
557,ashutosh681,2,None,"Lucknow, India",2,25.7222689,36.37678153,0,
558,hippie_in_hills,2,Tourist,"Himachal Pradesh, India",2,691.1813797,1003.450331,805,0.019743337
559,conceptsclarity,2,Error,"Gurgaon, Haryana",1,0,0,0,
560,sahibagursahane,2,Tourist,Delhi,1,980.7660108,2183.588552,85,0.418803419
561,RiderboySmazz,2,Tourist,new delhi,1,86.44819521,158.2287063,4,0.909090909
562,SurbhiMohan2,2,Error,"Delhi, India",1,7.292115943,10.31260927,0,2
563,DevilArunthakur,2,Error,Ghazibad,2,65.17320543,143.6068277,1,
564,yyadav757,2,None,"Ghiror Uttar Pradesh, India",2,50.3786582,65.67303253,3,33
565,Dmworld2k19,2,Resident,"Nirman Vihar, Delhi-110092",1,0.664926114,2.658405456,0,
566,arshshukla14,2,Tourist,"New Delhi, India",1,294.7281564,1090.558965,73,0.700787402
567,DeepakG92560189,2,None,"Akbarpur, Ambedkar Nagar, UP,",2,116.0504249,346.7302094,7,0.037735849
568,shivsatendrap1,2,None,"Ghorawal, India",2,2.653024562,12.7418201,0,
569,ModaNinja,2,None,india / usa,2,344.8963112,537.3079476,18,0.0625
570,rajukumarsaha11,2,Tourist,"New Delhi, India",1,134.439666,265.5440877,15,0.342105263
571,rana_akash09,2,Tourist,"New Delhi, India",1,741.5934714,1477.308676,84,0.007518797
572,lostbandar,2,Tourist,"Gurgaon, India",1,580.3292646,1507.623422,176,0.210909091
573,rimonmanish,2,Resident,"New Delhi, India",1,242.3927076,556.461473,3,3.75
574,mclangoo,2,Tourist,New Delhi India ,1,196.6670606,1167.514085,28,0.035714286
575,sboral,2,Resident,New Delhi,1,156.6318223,415.2749248,27,3.306122449
576,akhil_jeet0909,2,None,"Lucknow india, Mumbai india ",1,170.8984922,315.9570119,56,0.009803922
577,vasu_aishwarya,2,Tourist,"Jodhpur, India",1,101.4641095,178.0335856,21,0.321428571
578,_Panky__,2,Tourist,"New Delhi, India",1,12.41649383,17.14078497,0,0.684210526
579,devyanikitu,2,Tourist,New Delhi,1,443.7054893,627.3927001,36,0.871794872
580,Umangmishra23,2,None,"Gurgaon, India",1,275.954962,555.4218989,14,0.023255814
581,rajuram_r,2,Resident,"New Delhi, India",1,2.831283819,0,0,
582,nupurwellwoman,2,None,"Gurgaon, India",1,64.84830048,317.2561867,6,
583,mr_uwkb,2,None,"Ongole, India",2,966.7290499,911.5789078,13,
584,_KING1001_,2,Resident,"New Delhi, India",1,1234.16138,2741.073287,7,1.923076923
585,Parag_Patel2412,2,Error,"Ahmadabad City, India",2,1231.25288,3325.333892,10,0.375
586,ubadola,2,Tourist,"New Delhi, India",1,166.3217463,330.6443852,27,0.417910448
587,Shan_5286,2,Tourist,New Delhi,1,155.2570615,374.5582401,5,0.24137931
588,pyarasadharu,2,None,"Gurgaon, India",1,3.397585837,4.009242936,0,
589,LapinozP,2,None,"Sector 83, Gurgaon, India",2,4.495622102,6.865938141,0,
590,RomitBose_Golf,2,Tourist,"New Delhi, India",1,1753.6431,4077.629581,31,1.441860465
591,TodaySadbhawna,2,Tourist,"New Delhi, India",1,919.6175735,464.6321047,6,0.4
592,GauravPathak_,2,None,"New Delhi, India",1,1183.448871,2598.731962,72,0.015706806
593,YanuHolidays,2,None,"Ahmadabad,Gujarat, India",2,1864.935891,2855.376916,37,
594,journeywithammy,2,None,"New Delhi, India",1,287.2143454,408.2529272,4,0.3
595,aniljoshi1989,2,Tourist,new delhi,1,61.15996583,196.4007855,24,0.321100917
596,parmod217,2,Resident,delhi,1,1.108938364,1.893872802,0,
597,Rajendr96830702,2,None,"Rajasthan, India",2,1280.999173,2980.165442,29,0.02173913
598,Iam_ramnaik,2,Error,"Hyderabad, India",2,4393.918097,5014.376563,13,
599,sahilm1991,2,Tourist,"Bengaluru, India",2,190.0225589,541.7032239,9,0.150684932
600,GuptaAnvesha,2,Resident,India,1,563.6118299,1594.487598,11,2.130434783
601,Cake_Central_,2,Resident,"New Delhi, India",1,0.429413818,1.814994114,0,205
602,Agnibanya,2,Tourist,Gurgaon/NCR,1,392.3541145,810.2231528,101,0.139097744
603,dj_videek,2,None,Gurgaon,1,1.352609395,1.422178959,0,
604,balabugs,2,Resident,New Delhi,1,93.8944181,347.8530186,8,0.936507937
605,breezenegi,2,None,New Delhi,1,254.4358896,462.8322839,6,
606,manozm,2,None,Delhi,1,0.366847251,0.733694501,0,
607,Jagveer68043205,2,Resident,"New Delhi, India",1,0,0,0,
608,Tansenstudy,2,Tourist,"New Delhi, India",1,933.6023471,2500.60023,74,0.205298013
609,vermayk11,2,Resident,"New Delhi, India",1,270.646114,464.0658066,18,2.210526316
610,sadanpande,2,Resident,"Delhi, India",1,120.1016915,329.8672073,37,2.391304348
611,Sateesh_sarma,2,None,kodad India ,2,168.328278,226.6342782,15,
612,djAamir4,2,Resident,"Kolkata, India",2,384.3203754,553.6927188,12,0.151515152
613,Kanchankriti_,2,Resident,"Allahabad, India",2,1292.676708,2865.94682,24,0.909090909
614,Thethinelephant,2,Tourist,India,2,104.171498,855.6985137,30,0.5917603
615,Umeshsonprabhat,2,None,"babhni Uttar Pradesh, India",2,110.1384059,220.8365321,117,0.001828154
616,iamsinghharleen,2,Tourist,"Mumbai, India",2,474.7869009,718.725701,172,0.10738255
617,vikaskadian99,2,Resident,"New Delhi, India",1,15.16931653,9.426224394,0,0.444444444
618,kmrockss,2,Error,"Delhi, India",1,120.708025,320.1700149,5,0.054054054
619,heaven_window,2,None,"Gurgaon, India",1,13.63538286,14.96451414,0,0.25
620,puneetkumar221,2,None,"Paschim Vihar, New Delhi",1,63.02625835,146.3272064,2,
621,Amarjee78863870,2,None,Sonbhadra Robertsganj,1,104.4969205,308.7783498,4,
622,DeepakKamal88,2,None,"Gurgaon, India",1,43.22529271,76.13114068,3,
623,GutoInocente,2,Tourist,BRAS?LIA - BRASIL,2,2148.994967,4180.10332,550,0.007609385
624,kk91252,2,Tourist,"New Delhi, India",1,339.9088067,1607.480807,63,0.316205534
625,drmayurjain,2,Tourist,"New Delhi, India",1,120.3290439,481.6292149,10,0.168316832
626,topindiatrips,2,Tourist,"Delhi, India",1,556.6857283,515.0194271,79,0.479452055
627,humanity_care_,2,None,"Ganganagar, India",2,87.83622596,257.6627521,63,
628,rollyanand,2,Tourist,Gurgaon,1,127.6906951,370.3614058,18,0.031007752
629,nupur05,2,Resident,"Noida, India",1,136.8199534,375.7054984,9,0.464285714
630,kanupriya_negi,2,Tourist,"Dehradun, India",2,151.6061912,254.0627571,8,0.166666667
631,TheSuryaji,2,Tourist, Mumbai India ,2,125.0022913,596.4783522,34,0.027210884
632,Brownnbeautifu1,2,None,"New Delhi, India",1,8.798279069,8.363405148,0,0.3
633,AlokChander1,2,Resident,"New Delhi, India",1,5.890545904,5.982758617,0,6
634,RVRPMUSIC,2,Resident,new delhi,1,47.52510094,163.2431544,9,6.176470588
635,mramprasad53,2,None,"Rajasthan, dausa,india",2,0.297601251,0.799399444,0,
636,luckyishere123,2,None,Faridabad,1,60.96798642,425.8784556,1,
637,almalgaurav,2,Tourist,"New Delhi,India",1,69.73281066,255.6366035,3,0.168067227
638,yolanda_dpm,2,Tourist,"Madrid, Comunidad de Madrid",2,770.0170663,2106.842869,52,
639,Im_chettu,2,None,jagityal dst :-mallial  505452,2,27.99522927,86.62627135,2,
640,chupkrbsdk,2,None,"Gurgaon, Haryana",1,1197.350603,3243.060501,21,0.02173913
641,mdfaiz8313,2,None,"New Delhi, India",1,7.66271516,6.17730253,0,1.875
642,djhappychopra,2,Tourist,DELHI,1,67.87872034,214.6794383,19,0.85106383
643,Devdutt20901526,2,Resident,"Baghpat, India",2,1.945137195,6.701669342,0,16.16666667
644,ftbltrialsindia,2,Tourist,"New Delhi, India",1,939.7700753,1251.136683,100,0.097902098
645,getkshitij,2,Tourist,"Gurgaon, Haryana, India",1,22.13857464,310.9328542,16,0.107734807
646,Hemubharatpur1,2,Error,"Gurgaon, India",1,138.2923606,336.3503421,1,
647,raghavjha3560,2,Tourist,S G M nagar faridabad ,2,5.850404967,10.47042157,0,0.142857143
648,credosian,2,Tourist,mumbai,2,404.5602207,1176.284544,214,0.029891304
649,18Vishalsingh,2,Tourist,"New Delhi, India",1,64.41969176,216.7471257,2,0.666666667
650,1148Rehan,2,None,"Mumbai, India",2,158.3926672,515.2992717,102,0.006369427
651,mr_vishu761,2,None,"Chittaurgarh, India",2,185.0325333,599.7566143,10,
652,iamshyamthakur,2,None,"New Delhi, India",1,994.3084416,1783.537124,20,0.018867925
653,hardkevin,2,Resident,Delhi,1,95.65019523,238.0221557,5,5.166666667
654,handasumit,2,Tourist,Delhi,1,116.0507641,150.6935311,7,0.8
655,Chocolate_Amans,2,Tourist,"Pinahat, India",2,52.60768455,94.83201341,4,0.25
656,ShobhitArora101,2,Tourist,"New Delhi, India",1,165.9111249,352.4486934,60,0.343195266
657,shubboy2010,2,None,Ghaziabad,1,7.245930564,7.47396478,0,
658,___V_S_K___,2,None,Belwa,2,6.591063635,19.82449367,0,
659,rahul906999,2,Resident,"New Delhi, India",1,76.17528179,134.6065851,11,1.095238095
660,supriyaajoshii,2,Tourist,mumbai - India,2,942.0453071,2044.354479,29,0.154929577
661,tinawaliaIC,2,Resident,"New Delhi, India",1,218.6687171,1426.26429,10,11.9
662,ArenaGhaziabad,2,Tourist,Chaudhary Mod Ghaziabad,1,14.88776626,67.88565534,3,0.054662379
663,vedpal_patel,2,Tourist,"Bareilly, Uttar Pradesh",2,72.28794796,298.7110469,20,0.019230769
664,nsmeena50,2,Tourist,"Alwar, India",2,3266.521769,4610.855398,20,0.481481481
665,ankitchanchal03,2,Tourist,"Mumbai, India",2,408.307862,545.7343082,57,0.414414414
666,Karan37701451,2,Error,Faridabad sector 48,2,8.620836283,14.32505656,0,
667,Naimiqbal666,2,Tourist,"Faridabad, India",2,146.1739395,831.4617935,92,0.083984375
668,Karam1509,2,Error,"New Delhi, India",1,35.31963403,104.7440122,1,1
669,ssangwan07,2,None,u.p. India,2,78.72740854,191.3412878,83,0.015486726
670,pradeepgidwani,2,Tourist,"New Delhi, India",1,633.0634492,1985.470354,51,0.025089606
671,CrossFitGurgaon,2,None,"Sector-50 Gurgaon, India",1,81.91752419,959.0920129,20,
672,subydas,2,Tourist,"New Delhi, India",1,401.4730328,882.1158333,86,0.581589958
673,amitksingh83,2,None,"delhi, india",1,725.9676758,1411.395303,16,0.09375
674,shivamshahi2013,2,Resident,west karawal nagar delhi,1,7.048719816,5.543674691,0,2.4
675,PushpendBasudev,2,None,"New Delhi, India",1,1.751503682,1.856079683,0,
676,venkat_failure,321,Resident,Hyderabad ???? Amalapuram????,2,4.259843333,56.98649689,18,0.000634518
677,sohumsutras,40,Resident,new delhi,1,40.54087564,501.7895715,36,32.08
678,poojaesthetic,26,Resident,"New Delhi, India",1,0.18348417,1.256641811,0,11.96296296
679,Dpsairy,24,Resident,"New Delhi, India",1,1.80920807,14.24196588,3,8.135416667
680,PairsonnalitesA,22,None,Asia | Australia - Pacific,2,656.8559304,1897.919,63,0.14379085
681,tmj_ide_jobs,21,Tourist,Delhi,1,5.886788981,11.08105409,0,0.111111111
682,Visheshwar56,19,Tourist,"?? ??????, ????",2,1.171996104,27.88755271,4,0.011608624
683,BALJINDER_TRBN_,17,Tourist,YamunaNagar Haryana,2,133.7982811,379.675014,79,0.03286385
684,tmj_ing_jobs,16,None,"Gurgaon, India",1,3.962944854,11.53970256,0,
685,bond007bitcoin,14,Tourist,"New Delhi, India",1,3339.978856,5200.255955,84,0.4
686,The_MrMobile,14,Resident,Not Defined,2,905.4192099,2414.142573,27,1.627118644
687,laughter_turn,14,Tourist,Not Defined,2,224.6441063,1090.495271,140,0.008710801
688,sumitmalik603,14,Resident,"New Delhi, India",1,25.21124606,176.1381554,2,49.5
689,ivishalpundhir,12,Resident,"Hathras, India",2,158.3489455,742.2591855,138,0.715846995
690,brilliantacade,11,None,New delhi,1,4.445672212,62.44091747,1,0.023923445
691,krishnastudioB1,10,Resident,India,2,45.53015475,182.0326685,2,16
692,praticram,10,Tourist,Delhi,1,239.6499315,633.5291445,154,0.016973126
693,Tapasdastnfl,10,Tourist,New Delhi,2,38.88069383,476.9398232,74,0.014787431
694,the_foodie_dad,9,Tourist,"Faridabad, India",1,170.2179803,857.31359,161,0.625678119
695,myhomeproductg1,9,Resident,india,1,432.6301388,603.1193447,39,1.909090909
696,DelhiNowMagz,9,Resident,DELHI,1,77.66487308,725.4011767,67,1.652173913
697,finelineartacad,9,None,"New Delhi, India",1,142.7875263,328.8373577,10,0.239130435
698,Pro_India_News,8,Tourist,India,2,2968.806851,3779.030842,893,0.254278729
699,carpoolworld,8,Tourist,"Joliette, QC",2,7317.599968,5185.802521,2936,0.004387339
700,Modran_News,8,Tourist,"Modran, Jalor, India",2,41.78808387,133.7407777,232,0.000539374
701,umaheshwari16,8,Resident,"Delhi, India",1,7.339993592,36.40990566,4,6.875
702,Sabri__Brothers,7,Resident,India,1,96.79962229,283.4587695,67,6.024096386
703,jollyuncle,7,Resident,Delhi,1,2.151736612,3.496863622,0,7.787234043
704,2mukeshkumarroy,7,None,"Mathura, India",2,4.477688712,8.052628097,0,
705,theemigration24,6,Resident,"Kolkata, India",2,0,0,0,
706,nagarsb,6,None,kota rajasthan,2,4.174383054,16.06827459,0,
707,mymwholesale,6,None,Delhi,1,0.000157195,0.002234164,0,
708,KingdomOfWallp1,6,None,"Gurgaon, Haryana",1,4.089730946,14.71420983,0,0.01369863
709,Haritikajewelry,6,Tourist,"India, Delhi",1,266.9934078,1775.052177,17,0.197247706
710,The_Kushwaha,6,Resident,"Delhi, India",1,190.9556015,1244.733093,9,2.529411765
711,Rexyadav1,6,Resident,"New Delhi, India",1,25.53015556,131.4039409,6,3.255319149
712,GetNailed5,6,None,Vikaspuri,1,0.007285126,0.078347771,0,
713,RusEduOfficial,6,Resident,"Delhi, India",1,1242.323954,1689.027133,25,1.631578947
714,Parag_Patel2412,6,Error,"Ahmadabad City, India",2,1231.25288,3325.333892,10,0.375
715,Kisica_lashes,5,None,New Delhi,1,76.0189602,791.2355767,1,
716,SarvpriyeF,5,Error,"Jaipur, India",2,0.379157487,0.86605673,0,
717,rnpotterys1,5,Tourist,"New Delhi, India",1,7.294759565,50.68499353,8,0.005167959
718,mehtabalam1,5,Resident,"New Delhi, India",1,68.05233865,595.151515,5,11.52
719,NehaChug2,5,Resident,"Rajasthan, India",2,0.152736879,0.567716653,0,
720,spaccanapoli108,5,Tourist,"Bareilly, Uttar Pradesh",2,195.4603949,1285.447619,70,0.003406326
721,vedpal_patel,5,Tourist,"Gurgaon, IN",1,72.28794796,298.7110469,20,0.019230769
722,vipuksh,5,None,"New Delhi, India",1,232.4774606,1217.565118,31,0.022167488
723,DWBhukkad,5,Resident,New delhi,1,82.95901764,363.1557776,15,1.21641791
724,JobsAtEricsson,5,None,"New Delhi, India",1,7172.18932,4505.491752,525,
725,SavarkarRSS,4,Error,"Agra, India",2,5.355901686,8.323554907,0,3
726,VivekKu71129488,4,None,"Rohini, New Delhi",1,1.699628321,12.40831884,0,
727,mehandiart007,4,Resident,jogither,2,47.72131787,199.1616841,7,1.761904762
728,HARENDR21921303,4,None,"New Delhi, India",1,0,0,0,
729,amanjourneymen,4,Tourist,"New Delhi, India",1,206.5216642,610.4174641,66,0.583892617
730,Amychhabra,4,Tourist,Samastipur BIHAR,2,579.1551405,1696.063936,179,0.728991597
731,vishalkumarblg,4,Tourist,"Sonipat, Haryana 131001, India",2,411.9973197,472.2147533,15,0.52173913
732,DayRiseSolar,4,None,"New Delhi, India",1,0.012340184,0.143909069,0,
733,v2gworld,4,Resident,"New Delhi, India",1,623.6678665,581.6037423,248,2.1875
734,Neereventsmang,4,Resident,"Uttam Nagar, New Delhi",1,47.06263859,187.5954995,8,3.305555556
735,indiankitchens,4,Tourist,New Delhi ,1,22.42260263,49.4321321,22,0.577494692
736,Hochwertigdecor,4,None,"Gurgaon, India",1,0.392619956,1.350253231,0,
737,WinsomeWears,4,None,"AG04, Arcadia Market, Gurgaon",1,0.118506115,0.677599123,0,
738,deepakvcreative,4,Resident,India,1,7.251695556,11.19281028,0,1.24137931
739,SagarMotors,4,None,"New Delhi, India",1,2.91E-05,0.000563421,0,
740,Abhijeet_Roy__,4,Tourist,"New Delhi, India",1,836.5177841,1559.582739,47,0.977272727
741,chandanda,4,Tourist,India,2,300.6508081,1495.622982,46,0.044921875
742,CHATTER57435444,4,None,"New Delhi, India",1,267.1700719,360.2297644,5,0.272727273
743,unique_unique17,3,None,Gurgoan,1,0.609798116,1.218826218,0,
744,photoshaala,3,Tourist,"New Delhi, India",1,143.5371583,300.1528939,17,0.928571429
745,iamkushmusic,3,Resident,"New Delhi, India",1,7.788262417,27.91889062,2,1.666666667
746,sahilm1991,3,Tourist,"Bengaluru, India",2,190.0225589,541.7032239,9,0.150684932
747,PankajY33284340,3,Resident,"Ghaziabad, India",1,125.1974786,193.2763159,6,2.5
748,royyhenderson,3,None,New Delhi,1,155.0702244,392.2721268,47,0.054263566
749,mukulrock007,3,Tourist,"New Delhi, India",1,744.0201954,2677.211513,20,0.405405405
750,abhi_dev_96,3,Tourist,Delhi NCR,1,80.27474325,266.245394,1,0.266666667
751,sandeep20012,3,Tourist,new delhi,1,41.42504122,264.2772151,10,0.007177033
752,tmj_ide_sales,3,Error,Delhi,1,0,0,0,
753,Devdutt20901526,3,Resident,"Baghpat, India",2,1.945137195,6.701669342,0,16.16666667
754,Xpertimages,3,Resident,New Delhi,1,125.9899077,356.0611603,5,2
755,SirbhuvneshJi,3,Tourist,"????, ????",2,3263.178295,4760.521608,498,0.102766798
756,ishantdudeja,3,Tourist,"Gurgaon, India",1,28.67755681,72.49383512,4,0.025
757,fahmida_ali,3,Resident,New Delhi,1,4.145503783,7.968407297,0,4
758,AKAARO,3,Tourist,new delhi,1,1455.334133,2877.877553,111,0.805882353
759,MrSethiJi,3,None,New Delhi India,1,200.7789712,482.4228891,14,0.541666667
760,cocoon_kapas,3,None,"Gurgaon, India",1,0.316568011,0.567557515,0,
761,kirtisingh9868,3,Resident,India,1,0.348103965,1.347451651,0,31
762,flyplanett,3,None,"New Delhi, India",1,1238.186312,2883.321718,168,0.157894737
763,paulwitneyphoto,3,Error,"Limousin, France & Ruddington,",2,850.4699215,2203.703345,79,0.085173502
764,AmitAadarsh4u,3,Resident,"New Delhi, India",1,118.3030285,900.5865393,17,2.785714286
765,avibhardwaz,3,Tourist,"New Delhi, India",1,6.321196815,6.954886638,0,1.583333333
766,mukeshStimulus,3,Tourist,Delhi India,1,158.6413951,451.2752366,4,2.7
767,soulamit,3,Resident,New Delhi India,1,81.98266142,411.6226269,49,1.618473896
768,agnihotry_harsh,3,None,Kanpur.   (India),2,3.106392027,3.213969576,0,
769,tmj_ide_eng,3,None,Delhi,1,14.66289596,18.42483384,0,
770,Prerna98765,3,Resident,"New Delhi, India",1,12.04520732,69.83801617,4,41.66666667
771,Fernandovaganov,3,Resident,INDIA,1,3098.657814,4176.070713,37,2
772,NUTRITION_WRLD,3,Resident,New Delhi,1,25.81570385,156.6574076,8,8.772727273
773,AnkitSi55699648,3,Resident,"New Delhi, India",1,23.89043989,165.1309717,5,12.3
774,farm_noida,3,Tourist,noida ,2,4.264044793,6.23573242,0,0.222222222
775,KashyapClinic,3,None,"New Delhi, India",1,0,0,0,
776,swaplovee,3,Resident,New Delhi,1,303.0884305,1619.304293,186,1.695652174
777,Patton_Yu,3,None,UK,2,1340.03088,2340.001249,55,
778,InSONAMiac,3,Resident,New Delhi,1,2201.149476,4493.770786,17,3.636363636
779,NewsquesIndia,3,Tourist,"New Delhi, India",1,3342.299101,5140.309512,78,0.364864865
780,propertywala,3,Tourist,India,2,793.0243208,620.0868178,2299,0.01127321
781,a_decorators,3,None,jodhpur /bap,2,122.3194952,201.3847466,189,0.002040816
782,vaibhavjainn,3,Tourist,New Delhi,1,117.7192963,428.8518738,303,0.419662509
783,credosian,3,Tourist,mumbai,2,404.5602207,1176.284544,214,0.029891304
784,harjeeeet,3,Resident,New Delhi,1,1.092605859,1.785420363,0,
785,Umeshsonprabhat,3,None,"babhni Uttar Pradesh, India",2,110.1384059,220.8365321,117,0.001828154
786,AneeshKalsi,3,Tourist,new delhi,1,618.6565169,2136.036242,90,0.661676647
787,amit71writes,3,None,"Gurgaon, India",1,0,0,0,
788,degrees_361,2,Resident,New Delhi,1,256.5286754,1062.030339,73,0.469565217
789,KathitGupta,2,Tourist,"Chandigarh, India",2,60.58246884,188.8156944,23,0.043478261
790,Agnibanya,2,Tourist,Gurgaon/NCR,1,392.3541145,810.2231528,101,0.139097744
791,ftbltrialsindia,2,Tourist,"New Delhi, India",1,939.7700753,1251.136683,100,0.097902098
792,vikaskhair,2,Resident,"New Delhi, India",1,159.5402291,870.0794788,80,1.564885496
793,AsifAlam2003,2,None,"Sector 17, Gurgaon",1,0.237795798,0.205937202,0,
794,Darshanroy142,2,Tourist,"Wazirpur Industrial Area, New ",1,229.6762974,1180.560098,61,0.206718346
795,naagararun71,2,Tourist,"Delhi, India",1,152.7164464,283.5487036,12,0.791666667
796,wowgurugram,2,Error,"Metropolitan Mall, Gurugram",2,0,0,0,
797,GreensFlorist,2,Resident,New Delhi India,1,2.187106848,12.89731942,0,49
798,bafelacademy,2,None,Delhi,1,422.6492898,670.7773603,72,0.083333333
799,ishansaxena2407,2,Tourist,Delhi,1,272.6079967,748.5228278,52,0.141242938
800,artcentrixspace,2,Error,"Vasant Kunj, New Delhi",1,0.943831654,3.730422101,0,0.052631579
801,kohlivinay20,2,Tourist,"Delhi, India",1,11.52063982,157.2212346,11,0.049202128
802,Shreyascoll,2,None,"Sitarganj, India",2,1.523580581,13.87174046,2,
803,smartkailashlhr,2,None,"Kapasan, India",1,255.83134,1048.158855,4,
804,somkamail,2,Tourist,New Delhi,1,119.5741367,214.9173946,13,0.633333333
805,AvanieSJoshi,2,Tourist,Mumbai,2,334.1370062,748.9330196,32,0.964285714
806,JacksonAzhar,2,Tourist,"Hyderabad, India",2,481.3256471,1098.784356,833,0.003814974
807,shwetadas9560,2,Tourist,New delhi,1,4.795146649,4.53554119,0,0.866666667
