Index,screen_name,count,classification,user_defined_location,class,mean,std_dev,points>100,ratio
808,Deepanjal96,2,Resident,Delhi,1,1879.509495,3959.978441,30,3.074074074
809,DanzaManish,2,Resident,"New Delhi, India",1,200.4930369,454.4861134,23,2.6875
810,RootsTale,2,None,"Vasundhara Enclave, New Delhi",1,12.03438359,120.3438359,1,
811,Shridharuni,2,None,"Pilani, Rajasthan",2,6.636263451,26.5728145,2,
812,utsavdas21,2,None,Gurgaon,1,27.52963997,89.58957425,4,
813,DepremDunya,2,None,Trkiye,2,7887.757267,5795.615495,2677,
814,Fashiondeal7,2,Tourist,New Delhi,1,87.86170733,259.7273931,8,4.2
815,gymnastdeepesh,2,Resident,"New Delhi, India",2,32.05392901,77.62226284,6,5.714285714
816,Vishal_guptaz,2,None,"Sultanpuri, New Delhi",1,163.8868893,897.4552393,2,
817,Edunommedia,2,Resident,New Delhi,1,2.154725022,4.380194321,0,
818,Aadharshila01,2,None,"sector 2 faridabad, Sector-3 , Ballabgarh 121004",2,1.562547388,5.367929661,0,0.008695652
819,hariomtiwari660,2,Resident,"Gaya, India",2,242.2256993,391.4235299,6,2.666666667
820,bbarajivdixit,2,Tourist,"Jharkhand, India",2,980.2720567,1363.499666,35,0.454545455
821,dranmolchugh,2,Tourist,"New Delhi, India",1,53.08512742,228.9519802,4,0.098765432
822,iZamindaarSaheb,2,Tourist,"Kolkata, India",2,284.9462053,1043.488538,162,0.370283019
823,ankitchanchal03,2,Tourist,"Mumbai, India",2,408.307862,545.7343082,57,0.414414414
824,deeper_inkject,2,None,"Laxmi Nagar, New Delhi",1,4.343240249,47.14227793,4,0.004761905
825,SinghRauky,2,Error,"New Delhi, India",1,10.69804393,0,0,
826,scottoliverwebb,2,None,Essex ,2,1697.35244,3388.684353,328,0.101928375
827,Parammlp,2,Resident,"New Delhi, India",1,153.055673,1024.098852,80,4.237288136
828,Naimiqbal666,2,Tourist,"Faridabad, India",2,146.0711318,827.5931615,93,0.083011583
829,Shivanshukoliji,2,Resident,"Ghaziabad, India",2,10.99260439,33.63561733,2,11.5
830,justkadir,2,Error,New Delhi,1,4.145055957,5.861994352,0,2
831,cosmostat,2,Tourist,Delhi,1,934.2375815,2316.306566,39,0.264705882
832,ayulifeindia,2,None,"Vatika City Mkt, Sec-49, GGM",1,4.586895665,4.971969967,0,
833,FrustrateEngg,2,Tourist,indore bhopal mumbai india,2,68.49123405,184.9728816,21,0.076271186
834,TheCakesPort,2,None,Laxmi Nagar Vihar Delhi 110092,1,0.120774018,0.181715517,0,
835,TazzTabrez,2,Error,"Kanker, India",2,0,nan,0,
836,youngnewfaces,2,Tourist,"New Delhi, India",1,2559.718101,4463.853472,27,0.407407407
837,Mrsurjeetsingh_,2,Resident,"New Delhi, India",1,923.0183029,3614.720703,6,2.5
838,BindaasMewati,2,None,"Haryana, India",2,256.3466973,429.7655877,4,
839,jrohit51,2,None,"New Delhi, India",1,226.3725307,465.533324,2,0.1
840,GuptaDentalCent,2,Resident,"Jangpura, New Delhi",1,0,0,0,
841,nazrana_zaike_,2,Error,India,2,905.4547306,2931.670748,25,0.488888889
842,jetleypggirls,2,Resident,"Greater Kailash-1, New Delhi.",1,0.170578801,1.274894443,0,114
843,GauravPhogat1,2,None,New Delhi,1,189.0022426,1074.962977,7,0.634615385
844,chefdmsbajaj,2,Resident,Gurgaon ,1,154.543177,964.7325744,41,1.002808989
845,18Vishalsingh,2,Tourist,"New Delhi, India",1,64.41969176,216.7471257,2,0.666666667
846,Kashish_Dhaakad,2,None,"Baran, India",2,317.7772625,343.2085237,8,
847,bootscrampons,2,Tourist,"New Delhi, India ",1,784.6421864,921.9144134,35,0.290322581
848,JaneAlamTurk,2,Error,"New Delhi, India",1,35.06604977,58.58263618,1,1.25
849,DRFbydevpanwar,2,Tourist,"New Delhi, India",1,279.2073156,906.3161318,173,0.538317757
850,manishseth,2,Resident,"New Delhi , India",1,349.2972744,1496.553026,145,2.559139785
851,Mohamma29743165,2,None,"Rudauli, India",2,5.587960682,5.076822803,0,
852,UttarakhandHeav,2,Tourist,Uttarakhand,2,560.2629928,2160.833454,637,0.059384942
853,vineet4560,2,Resident,"New Delhi, India",1,0,0,0,
854,1469original,2,Resident,Panjab,2,826.2750898,2589.984172,225,2.591397849
855,Chinmayajyotish,2,Error,"Ghaziabad, India",1,0.052671441,0.117776922,0,
856,sudhirggarg,2,None,Jaipur India,2,282.1952155,1019.604171,196,0.005333333
857,Shraybee,2,Tourist,"New Delhi, India",1,2018.535757,4662.873124,23,0.640625
858,ubadola,2,Tourist,"New Delhi, India",1,166.3217463,330.6443852,27,0.417910448
859,Skywalkcompany,2,Tourist,"Showroom no:205,2nd Floor,DMall,Netaji Subhash Place,New Delhi, India",1,602.4455105,1146.349275,40,0.088607595
860,balveerk99,2,None,India,2,85.97291008,185.23763,33,
861,DeepakCh9708645,2,Resident,"Karol Bagh, New Delhi",1,53.59671384,195.0840302,45,1.74611399
862,PrincemaxXtreme,2,None,"New Delhi, India",1,130.2333119,287.2203921,7,
863,Anisha_0790,2,None,"Houston, TX",2,1895.683989,4725.024266,5,
864,Surya_P_Tiwari,2,None,"Lucknow, India",2,84.79438167,230.3957346,2,
865,Chandra33717075,2,Resident,new Delhi India,1,37.91630923,138.6337523,36,1.347560976
866,tjp_faheem_417,2,None,"Uttar Pradesh, India",2,243.7958986,357.4439801,13,
867,almalgaurav,2,Resident,"New Delhi,India",1,68.58209395,253.4927691,3,0.933333333
868,venkat_failure,421,Resident,Hyderabad ???? Amalapuram????,2,4.259843333,56.98649689,18,0.000634518
869,praticram,90,Tourist,Delhi,1,239.6499315,633.5291445,154,0.016973126
870,sohumsutras,58,Resident,new delhi,1,40.54087564,501.7895715,36,32.08
871,PairsonnalitesA,42,None,Asia | Australia - Pacific,2,644.3579484,1883.629062,61,0.146341463
872,tmj_ide_jobs,42,Tourist,Delhi,1,5.739619257,10.97759816,0,0.108108108
873,Dpsairy,40,Resident,"New Delhi, India",1,1.80920807,14.24196588,3,8.135416667
874,tmj_ing_jobs,39,None,"Gurgaon, India",1,4.073026656,11.68367516,0,
875,poojaesthetic,36,Resident,"New Delhi, India",1,0.18348417,1.256641811,0,11.96296296
876,Navpreet_R,34,None,"New Delhi, India",1,0,0,0,
877,kishanm05,31,Tourist,"Jaipur, India.",2,67.90067485,311.4995271,141,
878,Tapasdastnfl,28,Tourist,New Delhi,1,38.88069383,476.9398232,74,
879,Visheshwar56,28,Tourist,"?? ??????, ????",1,1.171996104,27.88755271,4,0.011608624
880,carpoolworld,25,Tourist,"Joliette, QC",2,7314.156595,5188.835242,2975,0.004329004
881,vikaskhair,25,Resident,"New Delhi, India",1,159.5402291,870.0794788,80,1.564885496
882,thevirat1993,25,Tourist,Kanpur Uttar Pradesh,2,97.59870178,663.5041683,214,0.003924647
883,JyotiMalikJaat1,23,Resident,"New Delhi, India",1,3.517802682,8.443054251,1,11.15789474
884,bond007bitcoin,23,Tourist,"New Delhi, India",1,3339.978856,5200.255955,84,0.4
885,rnpotterys1,22,Tourist,"Jaipur, India",2,7.294759565,50.68499353,8,0.005167959
886,jollyuncle,20,Resident,Delhi,1,2.151736612,3.496863622,0,7.787234043
887,kohlivinay20,18,Tourist,"Delhi, India",1,11.52063982,157.2212346,11,0.049202128
888,JatlandBong,17,None,"Gurgaon, India",1,92.86897729,814.5449166,15,0.001193317
889,quickmyshopdeal,17,None,"Gurgaon, India",1,0,0,0,
890,Modran_News,16,Tourist,"Modran, Jalor, India",2,41.78808387,133.7407777,232,0.000539374
891,sumitmalik603,16,Resident,"New Delhi, India",1,25.21124606,176.1381554,2,49.5
892,Amychhabra,13,Tourist,"New Delhi, India",1,579.1551405,1696.063936,179,0.728991597
893,umaheshwari16,12,Resident,"Delhi, India",1,7.339993592,36.40990566,4,6.875
894,Sabri__Brothers,12,Resident,India,2,96.79962229,283.4587695,67,6.024096386
895,the_foodie_dad,12,Tourist,"Faridabad, India",1,170.2179803,857.31359,161,0.625678119
896,gya_prasad,11,None,Kirari Suleman Nagar Delhi,1,11.46456834,42.01839088,3,0.097560976
897,Vashunations,11,None,"Maharashtra, India",2,46.01226026,202.3192632,32,0.069478908
898,paulwitneyphoto,11,Error,"Limousin, France & Ruddington,",2,850.4699215,2203.703345,79,0.085173502
899,Pro_India_News,11,Tourist,India,2,2968.806851,3779.030842,893,0.254278729
900,unsaidwords_19,10,Resident,New Delhi India,1,94.11892741,827.0258935,148,7.376205788
901,HassanAliMaths1,10,None,"Ghaziabad, India",2,0.007185226,0.071738051,0,
902,propertywala,10,Tourist,India,2,793.0243208,620.0868178,2299,0.01127321
903,thukralvarun,9,Resident,"New Delhi, India",1,3.071304661,26.25105597,2,76
904,vipuksh,9,None,"Gurgaon, IN",1,232.4774606,1217.565118,31,0.022167488
905,WoodscapesFurn,9,None,"New Delhi, India",1,0.022739714,0.207114818,0,
906,SagarMotors,9,None,"New Delhi, India",1,2.90E-05,0.000562671,0,0.134453782
907,animeriaowner,8,Tourist,"New Delhi, India",1,18.79912347,138.6471795,2,
908,GetNailed5,8,None,Vikaspuri,2,0.007285126,0.078347771,0,
909,dnmishra0009,8,None,New Delhi ,1,18.77427754,53.62792616,4,0.22
910,FnSbuzz,8,Resident,New Delhi,1,49.61301098,431.2643138,14,4.652631579
911,Bjp4Nagercoil,8,Tourist,"Nagercoil, Kanyakumari.",2,819.609586,1546.663929,116,0.127659574
912,LivfitI,8,Tourist,"New Delhi, India",1,5.587179043,28.02270988,2,0.155339806
913,KingdomOfWallp1,8,None,"Gurgaon, Haryana",1,4.089730946,14.71420983,0,0.01369863
914,Shafiuharmless2,8,Resident,"New Delhi, India",1,0,0,0,
915,shivsatendrap1,7,None,"Ghorawal, India",2,2.653024562,12.7418201,0,
916,sandeep20012,7,Tourist,new delhi,1,41.42504122,264.2772151,10,0.007177033
917,Parag_Patel2412,7,Error,"Ahmadabad City, India",1,1231.25288,3325.333892,10,0.375
918,1sachin0,7,Error,India,2,19.69782884,66.59974151,1,18
919,killer_ratings,7,Error,"Delhi , India ",1,18.79264296,126.0648814,1,45
920,indiankitchens,7,Tourist,New Delhi,1,22.41222705,49.39962039,22,0.579617834
921,ankitchanchal03,6,Tourist,"Mumbai, India",2,408.307862,545.7343082,57,0.414414414
922,royyhenderson,6,None,New Delhi,1,155.0702244,392.2721268,47,0.054263566
923,AkshBirla,6,Resident,"New Delhi, India",1,282.2502998,685.1674409,11,1.47826087
924,PostmanPublic,6,None,New delhi,1,34.68570778,171.6497376,2,
925,a_decorators,6,None,jodhpur /bap,2,122.3194952,201.3847466,189,0.002040816
926,xinjiangcamps,6,Error,Xinjiang,2,605.737153,342.5820028,107,
927,Cake_Central_,6,Resident,"New Delhi, India",1,0.429413818,1.814994114,0,205
928,devild88,6,Tourist,India,2,3.945329438,7.750067009,0,0.043010753
929,mymwholesale,6,None,Delhi,1,0.000157195,0.002234164,0,
930,hardkevin,6,Resident,Delhi,1,95.65019523,238.0221557,5,5.166666667
931,BilalTennisPro,6,Tourist,New Delhi,1,179.5804086,717.8032673,19,1.517241379
932,PlateOfDelight,6,Resident,"New Delhi, India",1,268.4244564,765.9258274,29,3.044444444
933,asr182,6,Tourist,India,1,89.17287195,257.9400808,73,0.248587571
934,YSainyam,6,None,Julurupadu,2,0.160236234,0.751574557,0,
935,KritisApron,6,None,"Faridabad, India",2,57.67268129,190.7811771,2,0.193548387
936,besolves,6,Resident,"New Delhi, Delhi",1,155.0831811,371.2001775,4,5.75
937,alssolicitors,6,Tourist,New Delhi,1,210.6009503,411.5345027,50,0.274390244
938,Rexyadav1,6,Resident,"New Delhi, India",1,25.53015556,131.4039409,6,3.255319149
939,9lRmwPFsBjoNtU1,6,None,"Rajasthan, India",2,4.166650258,20.4079039,2,
940,tmj_ide_sales,6,Error,Delhi,1,0,0,0,
941,TechnicalUstaaj,5,None,"Gurgaon, India",1,1.643076635,4.515704738,0,0.04
942,Sentinel2Bot,5,None,Sun-synchronous orbit,2,8875.938718,4394.78321,3224,
943,SarvpriyeF,5,Error,New Delhi,1,0.379157487,0.86605673,0,
944,rkfma,5,Resident,"New Delhi, India",1,47.38422553,178.0929653,10,0.330769231
945,Mularam_patel15,5,None,???????? ,2,13.53142184,54.01878411,3,
946,SBBJITSOLUTION,5,Tourist,Delhi,1,0.745475256,2.712385062,0,0.181102362
947,Xpertimages,5,Resident,New Delhi,1,125.9899077,356.0611603,5,2
948,FictionalWorm,5,Resident,"Delhi, India",1,85.84612034,457.51936,57,12.65116279
949,VermaAashna,5,Resident,DELHI,1,86.68863277,553.5433698,44,4.894736842
950,fuchsia109,5,Resident,new delhi,1,272.9007418,888.5847097,94,2.68159204
951,diptijha5,5,Resident,"New Delhi, India",1,154.9303019,741.0930855,6,2.333333333
952,Kisica_lashes,5,None,People's Republic of China,2,76.0189602,791.2355767,1,
953,maniprakash91,5,Tourist,Jaipur,2,170.3874182,879.4865091,161,0.005660377
954,PizzaCaribbean,5,None,"Sohna, India",2,0,0,0,
955,yashveerkhaspur,5,Tourist,India,2,56.99661128,74.8684608,64,0.242424242
956,v2gworld,5,Resident,"New Delhi, India",1,622.3091129,581.6973084,248,2.194444444
957,imkLucky,5,None,"Haridwar, India",2,49.83897753,75.53224693,25,
958,1469original,5,Resident,Panjab,2,826.2750898,2589.984172,225,2.591397849
959,DreamHomezReal1,5,Error,"Uttam Nagar, New Delhi",1,1.93601342,5.194444931,0,0.083333333
960,tymurmusic,5,None,"New Delhi, India",1,72.44487541,105.7088205,7,0.25
961,abhinahal,4,Tourist,new delhi,1,352.5744082,261.7935147,39,0.243902439
962,debanjan_pt,4,None,Delhi,1,0.25938164,1.316658627,0,
963,Mr_Ajju_,4,Tourist,najafgarh new delhi~43,1,3.714108657,7.842690388,0,0.169811321
964,haoweiwannawin,4,None,"San Diego, CA",2,25.99230219,378.0305972,31,
965,rock_n_rolla10,4,Tourist,India,2,456.5484308,1424.182843,416,0.032154341
966,Inddanstheater,4,Resident,India,2,42.89037315,212.0030327,2,6
967,Patton_Yu,4,None,UK,2,1340.03088,2340.001249,55,
968,Froozbaba,4,Tourist,"New Delhi, India",1,25.46584615,109.7054339,6,1.032258065
969,RusEduOfficial,4,Resident,"Delhi, India",1,1242.323954,1689.027133,25,1.631578947
970,AnkitSi55699648,4,Resident,"New Delhi, India",1,23.89043989,165.1309717,5,12.3
971,KashyapClinic,4,None,"New Delhi, India",1,0,0,0,
972,mdtayyabj,4,None,"New Delhi, India",1,11.73019064,19.95681217,0,0.230769231
973,Neereventsmang,4,Resident,"Uttam Nagar, New Delhi",1,47.06263859,187.5954995,8,3.305555556
974,tamannayansari,4,Resident,"Karol Bagh, New Delhi",1,462.7413002,1313.065813,8,1.75
975,GurugramF,4,None,India,2,26.78730455,128.990194,3,0.074380165
976,N_raghuvanshi1,4,None,"New Delhi, India",1,406.9553242,951.86356,17,0.163636364
977,navaneet_annu,4,None,"Sahibabad Village, Ghaziabad",2,49.99902107,78.52698653,2,
978,AneeshKalsi,4,Tourist,new delhi,1,618.6565169,2136.036242,90,0.661676647
979,ManakRaj6,4,Resident,"New Delhi, India",1,0.76607237,2.357921003,0,20
980,tmj_ide_eng,4,None,Delhi,1,13.32990542,18.04877726,0,
981,thedapperstreet,4,Tourist,"New Delhi, India",1,681.6613663,1970.332289,131,0.976653696
982,VickyKumar99348,4,Error,"New Delhi, India",1,49.74523135,205.1048432,1,2.6
983,BhairiYadav,4,None,"Metpalli, India",2,61.57309503,115.1292502,8,
984,rockstar_sayra,4,Error,"Gurgaon, India",2,1195.586184,2738.727849,4,
985,avneeshjaswal,4,Resident,"New Delhi, India",1,21.90572677,177.9544197,6,7.625
986,AmitPnf,4,Tourist,"East of Kailash, New Delhi",1,8.019428417,9.188733077,0,1.086956522
987,digitalaryann,4,Tourist,"Ghaziabad, India",2,570.5579777,680.6159267,7,0.25
988,Fernandovaganov,4,Resident,INDIA,2,3064.228283,4165.369342,37,2.033333333
989,Santosh34793630,4,Error,"Marutikunj, Gurgaon",2,55.86248481,102.4438305,2,0.111111111
990,ashucisf,4,Tourist,"New Delhi, India",1,83.25218249,361.0134455,3,4.666666667
991,Agnibanya,4,Tourist,Gurgaon/NCR,1,392.3541145,810.2231528,101,0.139097744
992,TadkewaliLife,4,Tourist,"New Delhi, India",1,139.9495566,320.035264,83,0.748971193
993,kushanmitra,4,Resident,"New Delhi, India",1,588.9299937,1289.023063,12,0.85
994,minutenews_,4,Tourist,Not Defined,2,2975.01123,3905.752897,365,0.130081301
995,amanjourneymen,4,Tourist,"New Delhi, India",1,206.5216642,610.4174641,66,0.583892617
996,mukeshdoriwal,4,None,Gurgaon,1,0.590336377,1.113741952,0,
997,tmj_ide_adv,4,Error,Delhi,1,0,0,0,
998,humanity_care_,4,None,"Ganganagar, India",2,89.42555265,260.2490833,64,
999,AtulBLG,4,None,"Chhapar, India",2,1.26878801,5.043611984,0,
1000,AyushTravels,4,None,"Port Blair, India",2,841.5375409,1081.308444,7,0.416666667
1001,toyhomein,4,None,"Ghaziabad, Uttar Pradesh",2,162.8759054,342.3597156,110,0.003350084
1002,tanay3264,4,Resident,"New Delhi, India",1,55.23007812,172.3634166,4,2.3125
1003,GoldenBihari,4,None,"Vikas Puri, New Delhi",1,165.4486756,349.6703341,20,0.016393443
1004,ANXMEDIA,4,Tourist,"New Delhi, India",1,1045.141124,2431.508081,66,0.411111111
1005,iNealMehra,4,Resident,Delhi,1,45.60471827,109.7192643,2,0.888888889
1006,chicthestyleig,4,Tourist,"New Delhi, India",1,5.045770468,9.405856686,0,2.148148148
1007,Haritikajewelry,4,Tourist,"India, Delhi",1,266.9934078,1775.052177,17,0.197247706
1008,RahulpoddarG,3,Tourist,"Rohini, New Delhi",1,3.743795939,6.19007556,0,0.47826087
1009,CDhilwal,3,Tourist,"New Delhi, India",1,50.74451901,374.4416024,2,0.089285714
1010,Amartya4uh,3,Tourist,"Bhagirathpur, Samastipur,Bihar",2,19.57565529,83.96458964,10,0.273333333
1011,pyarasadharu,3,None,"Gurgaon, India",1,3.397585837,4.009242936,0,
1012,lifelinepathlab,3,Resident,"Green Park, New Delhi",1,4.784874244,62.18265327,2,89.75
1013,KiranSharmaBjp1,3,Tourist,"Delhi, India ",1,1.738904598,3.525371871,0,0.394736842
1014,rahulguptaraj12,3,Resident,"New Delhi, India",1,18.77141063,12.52707718,0,1.5
1015,yuvhrajsingh,3,Resident,New Delhi ,1,229.8642678,638.1644687,14,2.375
1016,mukeshkumarj991,3,None,raila,2,6.715055634,12.5702919,0,
1017,ramakantrao,3,Tourist,"New Delhi, India",1,34.4512084,192.2303323,2,0.028985507
1018,scottoliverwebb,3,None,Essex ,2,1697.35244,3388.684353,328,0.101928375
1019,_PatrickDei_,3,None,"Barcelona, Espa¤a",2,447.0812304,1779.686106,4,0.046153846
1020,gamer_khanna,3,Resident,"New Delhi, India",1,1.268879166,3.442212934,0,32
1021,nisha_tarot,3,Tourist,India,2,441.8889164,2215.533435,40,0.030364372
1022,SunilKu28391709,3,Tourist,Fatehpur sikri Agra ,2,2.497585125,4.157370305,0,
1023,BlissAvenues,3,Tourist,"New Delhi, India",1,43.80795646,179.9717395,16,1.388059701
1024,HARENDR21921303,3,None,jogither,2,0,0,0,
1025,JindalMediSurge,3,Resident,"INDIA, NEW DELHI",1,0,0,0,
1026,ayulifeindia,3,None,"Vatika City Mkt, Sec-49, GGM",1,4.586895665,4.971969967,0,
1027,SharmaMunishwar,3,Resident,New Delhi.,1,49.45031668,221.1876616,8,3
1028,Jodhpurwalesir,3,None,"Jodhpur, India",2,0,0,0,
1029,rkchadda,3,Tourist,Toronto,2,2959.842184,4831.838647,1658,0.13433908
1030,deepanshu211997,3,None,"Pukhrayan, India",2,1.574101763,2.847657234,0,
1031,GuptaDentalCent,3,Resident,"Jangpura, New Delhi",2,0,0,0,
1032,cosmostat,3,Tourist,Delhi,1,934.2375815,2316.306566,39,0.264705882
1033,NAVEENLOKE,3,Tourist,"New Delhi, India",1,2.188437453,3.932783667,0,0.026315789
1034,Thethinelephant,3,Tourist,India,2,104.171498,855.6985137,30,0.5917603
1035,foodban78331522,3,Tourist,"New Delhi, India",1,0.527415191,2.784826542,0,0.098765432
1036,tapanarya,3,Resident,"New Delhi, India",1,7.751043792,7.826390951,0,2
1037,khanashraf043,3,Tourist,New delhi,1,6.353599509,73.08230855,8,1.125211506
1038,brilliantacade,3,None,New delhi,1,4.445672212,62.44091747,1,0.023923445
1039,Chandra33717075,3,Resident,new Delhi India,1,37.91630923,138.6337523,36,1.347560976
1040,quete_tallerlit,3,None,Argentina,2,2940.180526,6028.908051,19,
1041,TriptiCharan,3,Error,"New Delhi, India",1,2866.048614,1513.627763,5,0.166666667
1042,Anisha_0790,3,None,"Houston, TX",2,1895.683989,4725.024266,5,
1043,iamshyamthakur,3,None,"New Delhi, India",1,994.3084416,1783.537124,20,0.018867925
1044,azahar_shaik,3,None,Hyderabad ,2,131.6527679,406.2011559,42,
1045,HimanshuDave20,3,Tourist,"Sirohi, Rajsthan, India",2,51.29113029,153.8114091,90,0.083120205
1046,M_Adeel_17,3,Error,surakhi dadyal,2,498.6828385,557.6056956,9,
1047,Darshanroy142,3,Tourist,"Wazirpur Industrial Area, New ",1,229.6762974,1180.560098,61,0.206718346
1048,Digital_Sudhir,3,Tourist,"Faridabad, India",2,884.7188559,2736.963462,56,0.190140845
1049,yadavcranes18,3,None,India,2,34.28701846,101.6583528,7,
1050,cocoon_kapas,3,None,"Gurgaon, India",1,0.316568011,0.567557515,0,
1051,sidharth_09,3,Tourist,New Delhi,1,1353.628869,2542.812524,131,0.607843137
1052,patrickchowjr,3,Resident,"New Delhi, India",1,3.358304573,4.099035024,0,0.904761905
1053,jitende94514948,3,Error,"New Delhi, India",1,15.05887141,9.145968662,0,0.6
1054,sandeep_kapoor0,3,Tourist,delhi,1,660.8641045,746.6255424,1077,0.037910699
1055,dietdimaadi,3,Tourist,NEW DELHI,1,96.5092391,509.1047201,4,0.280373832
1056,Naimiqbal666,3,Tourist,"Faridabad, India",1,146.0711318,827.5931615,93,0.083011583
1057,Shraybee,3,Tourist,"New Delhi, India",1,2018.535757,4662.873124,23,0.640625
1058,thatmodestsoul,3,Resident,"New Delhi, India",1,60.40564099,197.9280166,10,1.263157895
1059,pushpendrabasu,3,Tourist,"New Delhi, India",1,328.4334368,1591.187561,8,0.215686275
1060,chatpatishikha,3,Tourist,"New Delhi, India",1,773.4017637,1973.953947,233,0.221556886
1061,shashank011del,2,Resident,"New Delhi, India",1,1.993202185,2.818813563,0,
1062,POORNACHANDERK,2,None,Regode Medak Dist,2,22.37466439,57.90435795,2,
1063,faizansayed07,2,Tourist,"New Delhi, India",1,115.0870802,413.9067317,9,0.115384615
1064,SuperEgoist_91,2,Tourist,"New Delhi , India",1,1063.718394,3139.906558,30,0.37704918
1065,UmeedKiKiranNGO,2,None,"Rohini, New Delhi",1,122.2894632,347.6641429,9,0.222222222
1066,techfrogin,2,Tourist,"New Delhi, Delhi",1,456.7840075,911.032845,529,0.286356822
1067,rahulmpf,2,Resident,muzaffarpur(bihar),2,123.4719195,290.0542755,8,1.192307692
1068,Ravisagar_07,2,Tourist,"Loni, Ghaziabad",2,601.8389669,2215.362254,35,0.112359551
1069,ajaykumarvermaJ,2,Resident,Delhi,1,7.485279725,16.3040508,0,1.714285714
1070,Aadharshila01,2,None,"sector 2 faridabad, Sector-3 , Ballabgarh 121004",2,1.562547388,5.367929661,0,0.008695652
1071,nazrana_zaike_,2,Error,India,2,905.4547306,2931.670748,25,0.488888889
1072,gluedtofood,2,None,Udaipur,2,303.4417379,1469.814157,37,0.010928962
1073,ash_talks,2,Tourist,"Mumbai, India",2,581.1931258,1986.841133,376,0.00355366
1074,Padam1513,2,Tourist,New Delhi,1,0.10559815,0.558772886,0,0.933333333
1075,im_musafirr,2,Tourist,DELHI,1,43.24898464,110.720923,20,1.25
1076,GraphicalShark,2,Resident,"New Delhi, India",1,2.957146071,5.844342561,0,0.666666667
1077,ChetanCk,2,Tourist,Gurgaon,1,3.107045088,4.666792031,0,0.025806452
1078,Brownbag_in,2,Resident,"New Delhi, India",1,5.219402445,4.747323746,0,0.090909091
1079,HimanshuDave19,2,Tourist,"Rajasthan, India",2,59.70741732,189.2586617,64,0.042435424
1080,manish_cric,2,Resident,"Delhi, India",1,41.35193906,76.63532647,2,2
1081,harindersrana,2,Tourist,New Delhi,1,379.3893691,1259.731891,24,0.508474576
1082,hariomtiwari660,2,Resident,"Gaya, India",2,242.2256993,391.4235299,6,2.666666667
1083,Jitender9730783,2,None,"Sector 8, Faridabad??????",2,0,0,0,
1084,shwetadas9560,2,Tourist,New delhi,1,4.795146649,4.53554119,0,0.866666667
1085,Lokesha25571089,2,Tourist,Gurgaon,1,68.4701784,222.4451462,61,0.307971014
1086,satishk,2,Tourist,"Bombay, India",2,67.13318985,253.375014,3,0.05
1087,Mudgal12,2,Resident,India,2,1.466706584,2.036469784,0,2.5
1088,kannu225,2,None,india,2,7.512745995,8.436320929,0,
1089,vvaidofficial,2,Resident,"New Delhi , India",1,1.239937018,2.671085954,0,
1090,bhairav3,2,Tourist,"New Delhi, India",1,64.05015249,191.4279809,24,1.110091743
1091,stylintellect,2,Resident,"New Delhi,India",1,148.2649959,349.484289,79,2.287356322
1092,ashishghosh2,2,None,dalhi,1,46.88916373,79.88282544,5,0.047619048
1093,luckyishere123,2,None,Faridabad,1,60.96798642,425.8784556,1,1.870967742
1094,pankajjangid249,2,Error,"Faridabad, India",1,0,0,0,
1095,DivinaFoundati1,2,Tourist,"New Delhi, India",1,221.1021646,373.8139308,23,1.870967742
1096,ShristiShree,2,None,"Sonipat, India",2,54.8735704,197.5492684,1,
1097,Ramjigupta_Gu1,2,None,Sultanpur Uttar Pradesh 227805,2,0,0,0,
1098,ipsoberoi,2,Error,"Gurgaon , New delhi , India ",2,0,nan,0,
1099,mr_MeenaJi176,2,None,???????? ,2,90.93676717,98.48346421,50,
1100,mrdeepakgupta16,2,None,"Surat Nagar, Gurgaon",2,1.263790689,1.766172889,0,
1101,Abhijeet_Roy__,2,Tourist,"New Delhi, India",1,836.5177841,1559.582739,47,0.977272727
1102,ArunThakur_,2,None,"Ghaziabad, India",1,140.3241788,302.8002487,8,0.166666667
1103,Sachinv06525435,2,Resident,"New Delhi, India",1,4324.343224,7360.275276,2,1.666666667
1104,yefindia,2,Resident,"Vasant Kunj, New Delhi",1,0,0,0,
1105,m_Asmakhan,2,Resident,"New Delhi, India",1,16.1552631,105.7746048,8,18.23809524
1106,dailyglacier,2,None,"Cryosphere, Earth",2,6421.651189,4769.125252,2006,
1107,DelhiNowMagz,2,Resident,DELHI,1,77.66487308,725.4011767,67,1.652173913
1108,photoshaala,2,Tourist,"New Delhi, India",1,143.5371583,300.1528939,17,0.928571429
1109,manishseth,2,Resident,"New Delhi , India",1,349.2972744,1496.553026,145,2.559139785
1110,SakshiS63515602,2,None,"New Delhi, India",1,5.268552559,7.326227644,0,6
1111,jetleypggirls,2,Resident,"Greater Kailash-1, New Delhi.",1,0.170578801,1.274894443,0,114
1112,raviprakashca,2,Tourist,"New Delhi,Bihar, India.",2,159.2436372,308.7517006,23,0.022058824
1113,gazang_sabya,2,None,"Nagaon, Assam, India",2,866.8562171,668.3450167,1051,0.342019544
1114,HarenderNegi,2,Resident,"New Delhi, India",1,0,nan,0,
1115,sant_osh_singh,2,Resident,"New Delhi, India",1,5.258928793,7.437248422,0,2
1116,cfbyvikas,2,Resident,Delhi ,1,0,0,0,
1117,Antarazandc,2,Tourist,Gurgaon,1,287.0589976,1230.032802,120,0.007462687
1118,DharmveerArya8,2,None,"Maharajganj, India",2,1.556135362,2.398079709,0,
